site_code year month day hour minute second latitude longitude altitude_final type_altitude
IAGOS 2020 01 08 22 59 40 34.4790 -116.4090 7983 1
IAGOS 2020 01 08 23 00 00 34.4675 -116.4360 7907 1
IAGOS 2020 01 08 23 00 20 34.4525 -116.4720 7796 1
IAGOS 2020 01 08 23 00 40 34.4375 -116.5075 7615 1
IAGOS 2020 01 08 23 01 00 34.4225 -116.5430 7414 1
IAGOS 2020 01 08 23 01 20 34.4085 -116.5790 7211 1
IAGOS 2020 01 08 23 01 40 34.3945 -116.6135 7001 1
IAGOS 2020 01 08 23 02 00 34.3810 -116.6470 6793 1
IAGOS 2020 01 08 23 02 20 34.3680 -116.6790 6590 1
IAGOS 2020 01 08 23 02 40 34.3550 -116.7110 6387 1
IAGOS 2020 01 08 23 03 00 34.3425 -116.7425 6187 1
IAGOS 2020 01 08 23 03 20 34.3300 -116.7735 5986 1
IAGOS 2020 01 08 23 03 40 34.3170 -116.8050 5784 1
IAGOS 2020 01 08 23 04 00 34.3060 -116.8370 5570 1
IAGOS 2020 01 08 23 04 20 34.2970 -116.8690 5416 1
IAGOS 2020 01 08 23 04 40 34.2885 -116.9000 5317 1
IAGOS 2020 01 08 23 05 00 34.2800 -116.9310 5265 1
IAGOS 2020 01 08 23 05 20 34.2715 -116.9620 5234 1
IAGOS 2020 01 08 23 05 40 34.2630 -116.9930 5203 1
IAGOS 2020 01 08 23 06 00 34.2550 -117.0235 5138 1
IAGOS 2020 01 08 23 06 20 34.2465 -117.0545 5024 1
IAGOS 2020 01 08 23 06 40 34.2380 -117.0845 4875 1
IAGOS 2020 01 08 23 07 00 34.2295 -117.1145 4723 1
IAGOS 2020 01 08 23 07 20 34.2210 -117.1445 4566 1
IAGOS 2020 01 08 23 07 40 34.2130 -117.1740 4413 1
IAGOS 2020 01 08 23 08 00 34.2050 -117.2030 4269 1
IAGOS 2020 01 08 23 08 20 34.1970 -117.2320 4168 1
IAGOS 2020 01 08 23 08 40 34.1900 -117.2615 4045 1
IAGOS 2020 01 08 23 09 00 34.1825 -117.2915 3924 1
IAGOS 2020 01 08 23 09 20 34.1750 -117.3215 3803 1
IAGOS 2020 01 08 23 09 40 34.1675 -117.3515 3680 1
IAGOS 2020 01 08 23 10 00 34.1600 -117.3805 3559 1
IAGOS 2020 01 08 23 10 20 34.1525 -117.4100 3437 1
IAGOS 2020 01 08 23 10 40 34.1450 -117.4385 3318 1
IAGOS 2020 01 08 23 11 00 34.1380 -117.4670 3212 1
IAGOS 2020 01 08 23 11 20 34.1305 -117.4950 3111 1
IAGOS 2020 01 08 23 11 40 34.1235 -117.5235 3053 1
IAGOS 2020 01 08 23 12 00 34.1180 -117.5525 3009 1
IAGOS 2020 01 08 23 12 20 34.1150 -117.5810 2901 1
IAGOS 2020 01 08 23 12 40 34.1125 -117.6075 2785 1
IAGOS 2020 01 08 23 13 00 34.1105 -117.6330 2642 1
IAGOS 2020 01 08 23 13 20 34.1075 -117.6585 2492 1
IAGOS 2020 01 08 23 13 40 34.1050 -117.6845 2380 1
IAGOS 2020 01 08 23 14 00 34.1025 -117.7095 2287 1
IAGOS 2020 01 08 23 14 20 34.1000 -117.7355 2157 1
IAGOS 2020 01 08 23 14 40 34.0975 -117.7605 2024 1
IAGOS 2020 01 08 23 15 00 34.0945 -117.7860 1906 1
IAGOS 2020 01 08 23 15 20 34.0925 -117.8095 1840 1
IAGOS 2020 01 08 23 15 40 34.0905 -117.8315 1798 1
IAGOS 2020 01 08 23 16 00 34.0885 -117.8525 1707 1
IAGOS 2020 01 08 23 16 20 34.0860 -117.8745 1573 1
IAGOS 2020 01 08 23 16 40 34.0835 -117.8955 1455 1
IAGOS 2020 01 08 23 17 00 34.0815 -117.9160 1358 1
IAGOS 2020 01 08 23 17 20 34.0795 -117.9370 1292 1
IAGOS 2020 01 08 23 17 40 34.0775 -117.9560 1242 1
IAGOS 2020 01 08 23 18 00 34.0755 -117.9760 1220 1
IAGOS 2020 01 08 23 18 20 34.0735 -117.9955 1220 1
IAGOS 2020 01 08 23 18 40 34.0715 -118.0155 1172 1
IAGOS 2020 01 08 23 19 00 34.0695 -118.0340 1069 1
IAGOS 2020 01 08 23 19 20 34.0675 -118.0545 970 1
IAGOS 2020 01 08 23 19 40 34.0655 -118.0740 870 1
IAGOS 2020 01 08 23 20 00 34.0635 -118.0935 769 1
IAGOS 2020 01 08 23 20 20 34.0615 -118.1120 667 1
IAGOS 2020 01 08 23 20 40 34.0600 -118.1260 596 1
IAGOS 2020 03 02 22 38 40 34.5915 -116.3665 7968 1
IAGOS 2020 03 02 22 39 00 34.5585 -116.4085 7854 1
IAGOS 2020 03 02 22 39 20 34.5260 -116.4495 7760 1
IAGOS 2020 03 02 22 39 40 34.4930 -116.4905 7676 1
IAGOS 2020 03 02 22 40 00 34.4630 -116.5340 7565 1
IAGOS 2020 03 02 22 40 20 34.4385 -116.5815 7458 1
IAGOS 2020 03 02 22 40 40 34.4175 -116.6305 7370 1
IAGOS 2020 03 02 22 41 00 34.3965 -116.6805 7334 1
IAGOS 2020 03 02 22 41 20 34.3765 -116.7305 7326 1
IAGOS 2020 03 02 22 41 40 34.3555 -116.7805 7248 1
IAGOS 2020 03 02 22 42 00 34.3355 -116.8305 7018 1
IAGOS 2020 03 02 22 42 20 34.3160 -116.8790 6772 1
IAGOS 2020 03 02 22 42 40 34.2965 -116.9280 6534 1
IAGOS 2020 03 02 22 43 00 34.2770 -116.9760 6339 1
IAGOS 2020 03 02 22 43 20 34.2585 -117.0235 6126 1
IAGOS 2020 03 02 22 43 40 34.2425 -117.0710 5875 1
IAGOS 2020 03 02 22 44 00 34.2290 -117.1185 5642 1
IAGOS 2020 03 02 22 44 20 34.2170 -117.1650 5431 1
IAGOS 2020 03 02 22 44 40 34.2050 -117.2100 5228 1
IAGOS 2020 03 02 22 45 00 34.1930 -117.2535 5083 1
IAGOS 2020 03 02 22 45 20 34.1810 -117.2945 4858 1
IAGOS 2020 03 02 22 45 40 34.1700 -117.3360 4667 1
IAGOS 2020 03 02 22 46 00 34.1590 -117.3760 4520 1
IAGOS 2020 03 02 22 46 20 34.1485 -117.4150 4368 1
IAGOS 2020 03 02 22 46 40 34.1375 -117.4535 4182 1
IAGOS 2020 03 02 22 47 00 34.1280 -117.4920 3879 1
IAGOS 2020 03 02 22 47 20 34.1185 -117.5315 3712 1
IAGOS 2020 03 02 22 47 40 34.1080 -117.5700 3616 1
IAGOS 2020 03 02 22 48 00 34.0950 -117.6065 3531 1
IAGOS 2020 03 02 22 48 20 34.0820 -117.6415 3421 1
IAGOS 2020 03 02 22 48 40 34.0710 -117.6750 3296 1
IAGOS 2020 03 02 22 49 00 34.0590 -117.7075 3126 1
IAGOS 2020 03 02 22 49 20 34.0475 -117.7405 2998 1
IAGOS 2020 03 02 22 49 40 34.0410 -117.7755 2884 1
IAGOS 2020 03 02 22 50 00 34.0380 -117.8105 2782 1
IAGOS 2020 03 02 22 50 20 34.0350 -117.8450 2667 1
IAGOS 2020 03 02 22 50 40 34.0320 -117.8790 2546 1
IAGOS 2020 03 02 22 51 00 34.0290 -117.9125 2414 1
IAGOS 2020 03 02 22 51 20 34.0255 -117.9455 2317 1
IAGOS 2020 03 02 22 51 40 34.0220 -117.9760 2243 1
IAGOS 2020 03 02 22 52 00 34.0195 -118.0050 2185 1
IAGOS 2020 03 02 22 52 20 34.0165 -118.0330 2016 1
IAGOS 2020 03 02 22 52 40 34.0135 -118.0610 1833 1
IAGOS 2020 03 02 22 53 00 34.0110 -118.0875 1736 1
IAGOS 2020 03 02 22 53 20 34.0085 -118.1120 1674 1
IAGOS 2020 03 02 22 53 40 34.0065 -118.1355 1623 1
IAGOS 2020 03 02 22 54 00 34.0045 -118.1575 1540 1
IAGOS 2020 03 02 22 54 20 34.0025 -118.1805 1432 1
IAGOS 2020 03 02 22 54 40 34.0000 -118.2030 1316 1
IAGOS 2020 03 02 22 55 00 33.9975 -118.2255 1219 1
IAGOS 2020 03 02 22 55 20 33.9955 -118.2480 1113 1
IAGOS 2020 03 02 22 55 40 33.9935 -118.2705 984 1
IAGOS 2020 03 02 22 56 00 33.9915 -118.2925 855 1
IAGOS 2020 03 02 22 56 20 33.9895 -118.3145 753 1
IAGOS 2020 03 02 22 56 40 33.9875 -118.3340 648 1
ECO 2020 04 16 16 58 00 41.3298 -72.0485 31 1
ECO 2020 04 16 16 58 20 41.3380 -72.0578 120 1
ECO 2020 04 16 16 58 40 41.3439 -72.0640 185 1
ECO 2020 04 16 16 59 00 41.3517 -72.0726 288 1
ECO 2020 04 16 16 59 20 41.3611 -72.0834 355 1
ECO 2020 04 16 16 59 40 41.3667 -72.0907 352 1
ECO 2020 04 16 17 00 00 41.3744 -72.1008 344 1
ECO 2020 04 16 17 00 20 41.3838 -72.1130 332 1
ECO 2020 04 16 17 00 40 41.3875 -72.1212 328 1
ECO 2020 04 16 17 01 00 41.3850 -72.1343 324 1
ECO 2020 04 16 17 01 20 41.3812 -72.1516 311 1
ECO 2020 04 16 17 01 40 41.3790 -72.1626 305 1
ECO 2020 04 16 17 02 00 41.3757 -72.1771 304 1
ECO 2020 04 16 17 02 20 41.3718 -72.1954 307 1
ECO 2020 04 16 17 02 40 41.3699 -72.2070 289 1
ECO 2020 04 16 17 03 00 41.3668 -72.2220 306 1
ECO 2020 04 16 17 03 20 41.3632 -72.2399 316 1
ECO 2020 04 16 17 03 40 41.3621 -72.2502 342 1
ECO 2020 04 16 17 04 00 41.3607 -72.2642 372 1
ECO 2020 04 16 17 04 20 41.3598 -72.2813 406 1
ECO 2020 04 16 17 04 40 41.3596 -72.2914 430 1
ECO 2020 04 16 17 05 00 41.3600 -72.3052 452 1
ECO 2020 04 16 17 05 20 41.3603 -72.3233 452 1
ECO 2020 04 16 17 05 40 41.3607 -72.3346 451 1
ECO 2020 04 16 17 06 00 41.3614 -72.3489 450 1
ECO 2020 04 16 17 06 20 41.3620 -72.3658 453 1
ECO 2020 04 16 17 06 40 41.3624 -72.3759 451 1
ECO 2020 04 16 17 07 00 41.3626 -72.3888 452 1
ECO 2020 04 16 17 07 20 41.3627 -72.4046 451 1
ECO 2020 04 16 17 07 40 41.3627 -72.4139 451 1
ECO 2020 04 16 17 08 00 41.3628 -72.4265 452 1
ECO 2020 04 16 17 08 20 41.3626 -72.4422 454 1
ECO 2020 04 16 17 08 40 41.3624 -72.4520 458 1
ECO 2020 04 16 17 09 00 41.3628 -72.4666 453 1
ECO 2020 04 16 17 09 20 41.3630 -72.4849 455 1
ECO 2020 04 16 17 09 40 41.3635 -72.4959 455 1
ECO 2020 04 16 17 10 00 41.3628 -72.5100 453 1
ECO 2020 04 16 17 10 20 41.3618 -72.5265 451 1
ECO 2020 04 16 17 10 40 41.3610 -72.5358 452 1
ECO 2020 04 16 17 11 00 41.3597 -72.5486 450 1
ECO 2020 04 16 17 11 20 41.3581 -72.5656 442 1
ECO 2020 04 16 17 11 40 41.3570 -72.5760 437 1
ECO 2020 04 16 17 12 00 41.3557 -72.5897 440 1
ECO 2020 04 16 17 12 20 41.3538 -72.6062 443 1
ECO 2020 04 16 17 12 40 41.3525 -72.6160 445 1
ECO 2020 04 16 17 13 00 41.3514 -72.6300 441 1
ECO 2020 04 16 17 13 20 41.3502 -72.6471 444 1
ECO 2020 04 16 17 13 40 41.3500 -72.6573 442 1
ECO 2020 04 16 17 14 00 41.3504 -72.6711 444 1
ECO 2020 04 16 17 14 20 41.3516 -72.6884 442 1
ECO 2020 04 16 17 14 40 41.3530 -72.6988 443 1
ECO 2020 04 16 17 15 00 41.3546 -72.7124 441 1
ECO 2020 04 16 17 15 20 41.3567 -72.7284 444 1
ECO 2020 04 16 17 15 40 41.3578 -72.7377 442 1
ECO 2020 04 16 17 16 00 41.3591 -72.7501 442 1
ECO 2020 04 16 17 16 20 41.3607 -72.7660 444 1
ECO 2020 04 16 17 16 40 41.3615 -72.7757 442 1
ECO 2020 04 16 17 17 00 41.3629 -72.7881 442 1
ECO 2020 04 16 17 17 20 41.3645 -72.8036 445 1
ECO 2020 04 16 17 17 40 41.3655 -72.8135 443 1
ECO 2020 04 16 17 18 00 41.3669 -72.8275 445 1
ECO 2020 04 16 17 18 20 41.3685 -72.8454 445 1
ECO 2020 04 16 17 18 40 41.3696 -72.8565 445 1
ECO 2020 04 16 17 19 00 41.3714 -72.8713 444 1
ECO 2020 04 16 17 19 20 41.3740 -72.8906 441 1
ECO 2020 04 16 17 19 40 41.3757 -72.9015 444 1
ECO 2020 04 16 17 20 00 41.3756 -72.9156 444 1
ECO 2020 04 16 17 20 20 41.3752 -72.9333 442 1
ECO 2020 04 16 17 20 40 41.3748 -72.9441 440 1
ECO 2020 04 16 17 21 00 41.3745 -72.9577 445 1
ECO 2020 04 16 17 21 20 41.3740 -72.9748 444 1
ECO 2020 04 16 17 21 40 41.3735 -72.9848 444 1
ECO 2020 04 16 17 22 00 41.3728 -72.9981 442 1
ECO 2020 04 16 17 22 20 41.3714 -73.0142 444 1
ECO 2020 04 16 17 22 40 41.3707 -73.0237 444 1
ECO 2020 04 16 17 23 00 41.3695 -73.0366 444 1
ECO 2020 04 16 17 23 20 41.3674 -73.0530 447 1
ECO 2020 04 16 17 23 40 41.3661 -73.0628 460 1
ECO 2020 04 16 17 24 00 41.3643 -73.0755 487 1
ECO 2020 04 16 17 24 20 41.3616 -73.0912 524 1
ECO 2020 04 16 17 24 40 41.3601 -73.1009 534 1
ECO 2020 04 16 17 25 00 41.3580 -73.1145 534 1
ECO 2020 04 16 17 25 20 41.3554 -73.1320 535 1
ECO 2020 04 16 17 25 40 41.3541 -73.1428 537 1
ECO 2020 04 16 17 26 00 41.3520 -73.1569 530 1
ECO 2020 04 16 17 26 20 41.3488 -73.1746 532 1
ECO 2020 04 16 17 26 40 41.3469 -73.1849 534 1
ECO 2020 04 16 17 27 00 41.3440 -73.1987 533 1
ECO 2020 04 16 17 27 20 41.3401 -73.2154 534 1
ECO 2020 04 16 17 27 40 41.3371 -73.2248 534 1
ECO 2020 04 16 17 28 00 41.3311 -73.2368 536 1
ECO 2020 04 16 17 28 20 41.3238 -73.2522 533 1
ECO 2020 04 16 17 28 40 41.3195 -73.2609 536 1
ECO 2020 04 16 17 29 00 41.3140 -73.2727 536 1
ECO 2020 04 16 17 29 20 41.3072 -73.2880 534 1
ECO 2020 04 16 17 29 40 41.3027 -73.2970 534 1
ECO 2020 04 16 17 30 00 41.2968 -73.3086 534 1
ECO 2020 04 16 17 30 20 41.2901 -73.3229 536 1
ECO 2020 04 16 17 30 40 41.2860 -73.3316 528 1
ECO 2020 04 16 17 31 00 41.2806 -73.3435 531 1
ECO 2020 04 16 17 31 20 41.2752 -73.3587 559 1
ECO 2020 04 16 17 31 40 41.2724 -73.3681 525 1
ECO 2020 04 16 17 32 00 41.2679 -73.3804 522 1
ECO 2020 04 16 17 32 20 41.2620 -73.3952 496 1
ECO 2020 04 16 17 32 40 41.2583 -73.4046 502 1
ECO 2020 04 16 17 33 00 41.2539 -73.4171 531 1
ECO 2020 04 16 17 33 20 41.2485 -73.4326 514 1
ECO 2020 04 16 17 33 40 41.2456 -73.4422 503 1
ECO 2020 04 16 17 34 00 41.2426 -73.4547 499 1
ECO 2020 04 16 17 34 20 41.2399 -73.4704 541 1
ECO 2020 04 16 17 34 40 41.2383 -73.4796 553 1
ECO 2020 04 16 17 35 00 41.2374 -73.4921 550 1
ECO 2020 04 16 17 35 20 41.2366 -73.5088 542 1
ECO 2020 04 16 17 35 40 41.2359 -73.5186 578 1
ECO 2020 04 16 17 36 00 41.2343 -73.5313 588 1
ECO 2020 04 16 17 36 20 41.2323 -73.5478 570 1
ECO 2020 04 16 17 36 40 41.2315 -73.5583 541 1
ECO 2020 04 16 17 37 00 41.2314 -73.5720 535 1
ECO 2020 04 16 17 37 20 41.2334 -73.5880 543 1
ECO 2020 04 16 17 37 40 41.2344 -73.5972 554 1
ECO 2020 04 16 17 38 00 41.2348 -73.6095 541 1
ECO 2020 04 16 17 38 20 41.2345 -73.6250 524 1
ECO 2020 04 16 17 38 40 41.2346 -73.6344 508 1
ECO 2020 04 16 17 39 00 41.2354 -73.6468 512 1
ECO 2020 04 16 17 39 20 41.2377 -73.6619 490 1
ECO 2020 04 16 17 39 40 41.2408 -73.6703 483 1
ECO 2020 04 16 17 40 00 41.2453 -73.6809 505 1
ECO 2020 04 16 17 40 20 41.2502 -73.6948 544 1
ECO 2020 04 16 17 40 40 41.2542 -73.7028 579 1
ECO 2020 04 16 17 41 00 41.2610 -73.7126 564 1
ECO 2020 04 16 17 41 20 41.2697 -73.7242 550 1
ECO 2020 04 16 17 41 40 41.2748 -73.7314 519 1
ECO 2020 04 16 17 42 00 41.2818 -73.7402 546 1
ECO 2020 04 16 17 42 20 41.2927 -73.7467 621 1
ECO 2020 04 16 17 42 40 41.3006 -73.7445 686 1
ECO 2020 04 16 17 43 00 41.3074 -73.7317 803 1
ECO 2020 04 16 17 43 20 41.3068 -73.7114 871 1
ECO 2020 04 16 17 43 40 41.2994 -73.7036 928 1
ECO 2020 04 16 17 44 00 41.2880 -73.7050 1019 1
ECO 2020 04 16 17 44 20 41.2797 -73.7166 1093 1
ECO 2020 04 16 17 44 40 41.2806 -73.7258 1125 1
ECO 2020 04 16 17 45 00 41.2890 -73.7317 1176 1
ECO 2020 04 16 17 45 20 41.3015 -73.7354 1281 1
ECO 2020 04 16 17 45 40 41.3095 -73.7352 1353 1
ECO 2020 04 16 17 46 00 41.3173 -73.7236 1372 1
ECO 2020 04 16 17 46 20 41.3161 -73.7027 1428 1
ECO 2020 04 16 17 46 40 41.3086 -73.6937 1454 1
ECO 2020 04 16 17 47 00 41.2970 -73.6947 1523 1
ECO 2020 04 16 17 47 20 41.2882 -73.7078 1671 1
ECO 2020 04 16 17 47 40 41.2864 -73.7175 1748 1
ECO 2020 04 16 17 48 00 41.2904 -73.7290 1779 1
ECO 2020 04 16 17 48 20 41.3012 -73.7353 1870 1
ECO 2020 04 16 17 48 40 41.3088 -73.7339 1897 1
ECO 2020 04 16 17 49 00 41.3173 -73.7230 1963 1
ECO 2020 04 16 17 49 20 41.3188 -73.7018 2045 1
ECO 2020 04 16 17 49 40 41.3123 -73.6907 2098 1
ECO 2020 04 16 17 50 00 41.3004 -73.6909 2165 1
ECO 2020 04 16 17 50 20 41.2952 -73.7054 2257 1
ECO 2020 04 16 17 50 40 41.2958 -73.7155 2310 1
ECO 2020 04 16 17 51 00 41.2982 -73.7279 2384 1
ECO 2020 04 16 17 51 20 41.2883 -73.7353 2454 1
ECO 2020 04 16 17 51 40 41.2802 -73.7258 2475 1
ECO 2020 04 16 17 52 00 41.2813 -73.7099 2578 1
ECO 2020 04 16 17 52 20 41.2938 -73.7016 2702 1
ECO 2020 04 16 17 52 40 41.3022 -73.6996 2766 1
ECO 2020 04 16 17 53 00 41.3121 -73.7015 2860 1
ECO 2020 04 16 17 53 20 41.3148 -73.7141 2956 1
ECO 2020 04 16 17 53 40 41.3078 -73.7203 3009 1
ECO 2020 04 16 17 54 00 41.2948 -73.7176 3093 1
ECO 2020 04 16 17 54 20 41.2837 -73.7001 3181 1
ECO 2020 04 16 17 54 40 41.2857 -73.6869 3229 1
ECO 2020 04 16 17 55 00 41.2964 -73.6851 3268 1
ECO 2020 04 16 17 55 20 41.3032 -73.6980 3369 1
ECO 2020 04 16 17 55 40 41.3012 -73.7080 3416 1
ECO 2020 04 16 17 56 00 41.2942 -73.7195 3467 1
ECO 2020 04 16 17 56 20 41.2874 -73.7353 3502 1
ECO 2020 04 16 17 56 40 41.2790 -73.7405 3516 1
ECO 2020 04 16 17 57 00 41.2702 -73.7268 3459 1
ECO 2020 04 16 17 57 20 41.2794 -73.7100 3382 1
ECO 2020 04 16 17 57 40 41.2866 -73.7163 3323 1
ECO 2020 04 16 17 58 00 41.2804 -73.7303 3283 1
ECO 2020 04 16 17 58 20 41.2643 -73.7242 3215 1
ECO 2020 04 16 17 58 40 41.2646 -73.7083 3161 1
ECO 2020 04 16 17 59 00 41.2774 -73.7037 3052 1
ECO 2020 04 16 17 59 20 41.2938 -73.7055 2964 1
ECO 2020 04 16 17 59 40 41.3028 -73.6966 2900 1
ECO 2020 04 16 18 00 00 41.3150 -73.6859 2847 1
ECO 2020 04 16 18 00 20 41.3292 -73.6902 2761 1
ECO 2020 04 16 18 00 40 41.3374 -73.6951 2723 1
ECO 2020 04 16 18 01 00 41.3467 -73.7002 2623 1
ECO 2020 04 16 18 01 20 41.3447 -73.7185 2525 1
ECO 2020 04 16 18 01 40 41.3361 -73.7252 2492 1
ECO 2020 04 16 18 02 00 41.3236 -73.7134 2438 1
ECO 2020 04 16 18 02 20 41.3102 -73.6954 2380 1
ECO 2020 04 16 18 02 40 41.3005 -73.6981 2341 1
ECO 2020 04 16 18 03 00 41.2984 -73.7114 2310 1
ECO 2020 04 16 18 03 20 41.3099 -73.7194 2248 1
ECO 2020 04 16 18 03 40 41.3196 -73.7168 2187 1
ECO 2020 04 16 18 04 00 41.3298 -73.7060 2161 1
ECO 2020 04 16 18 04 20 41.3310 -73.6826 2056 1
ECO 2020 04 16 18 04 40 41.3223 -73.6728 1994 1
ECO 2020 04 16 18 05 00 41.3102 -73.6774 1922 1
ECO 2020 04 16 18 05 20 41.3075 -73.6940 1825 1
ECO 2020 04 16 18 05 40 41.3137 -73.7015 1762 1
ECO 2020 04 16 18 06 00 41.3255 -73.6994 1687 1
ECO 2020 04 16 18 06 20 41.3393 -73.6976 1582 1
ECO 2020 04 16 18 06 40 41.3418 -73.7074 1575 1
ECO 2020 04 16 18 07 00 41.3389 -73.7222 1551 1
ECO 2020 04 16 18 07 20 41.3319 -73.7393 1506 1
ECO 2020 04 16 18 07 40 41.3232 -73.7452 1462 1
ECO 2020 04 16 18 08 00 41.3152 -73.7552 1361 1
ECO 2020 04 16 18 08 20 41.3208 -73.7692 1231 1
ECO 2020 04 16 18 08 40 41.3293 -73.7671 1162 1
ECO 2020 04 16 18 09 00 41.3323 -73.7494 1140 1
ECO 2020 04 16 18 09 20 41.3217 -73.7326 1075 1
ECO 2020 04 16 18 09 40 41.3119 -73.7340 986 1
ECO 2020 04 16 18 10 00 41.3031 -73.7455 881 1
ECO 2020 04 16 18 10 20 41.2927 -73.7612 826 1
ECO 2020 04 16 18 10 40 41.2861 -73.7696 778 1
ECO 2020 04 16 18 11 00 41.2765 -73.7794 738 1
ECO 2020 04 16 18 11 20 41.2638 -73.7894 708 1
ECO 2020 04 16 18 11 40 41.2556 -73.7947 663 1
ECO 2020 04 16 18 12 00 41.2440 -73.8017 644 1
ECO 2020 04 16 18 12 20 41.2295 -73.8112 632 1
ECO 2020 04 16 18 12 40 41.2211 -73.8175 603 1
ECO 2020 04 16 18 13 00 41.2094 -73.8248 591 1
ECO 2020 04 16 18 13 20 41.1952 -73.8338 626 1
ECO 2020 04 16 18 13 40 41.1871 -73.8393 616 1
ECO 2020 04 16 18 14 00 41.1758 -73.8473 557 1
ECO 2020 04 16 18 14 20 41.1616 -73.8572 549 1
ECO 2020 04 16 18 14 40 41.1522 -73.8611 553 1
ECO 2020 04 16 18 15 00 41.1394 -73.8653 562 1
ECO 2020 04 16 18 15 20 41.1228 -73.8678 597 1
ECO 2020 04 16 18 15 40 41.1126 -73.8687 606 1
ECO 2020 04 16 18 16 00 41.0987 -73.8694 602 1
ECO 2020 04 16 18 16 20 41.0815 -73.8692 584 1
ECO 2020 04 16 18 16 40 41.0712 -73.8695 561 1
ECO 2020 04 16 18 17 00 41.0577 -73.8723 564 1
ECO 2020 04 16 18 17 20 41.0413 -73.8769 560 1
ECO 2020 04 16 18 17 40 41.0319 -73.8800 557 1
ECO 2020 04 16 18 18 00 41.0200 -73.8862 519 1
ECO 2020 04 16 18 18 20 41.0041 -73.8904 515 1
ECO 2020 04 16 18 18 40 40.9943 -73.8918 494 1
ECO 2020 04 16 18 19 00 40.9812 -73.8941 462 1
ECO 2020 04 16 18 19 20 40.9654 -73.8996 412 1
ECO 2020 04 16 18 19 40 40.9563 -73.9031 445 1
ECO 2020 04 16 18 20 00 40.9444 -73.9071 442 1
ECO 2020 04 16 18 20 20 40.9294 -73.9125 430 1
ECO 2020 04 16 18 20 40 40.9207 -73.9155 452 1
ECO 2020 04 16 18 21 00 40.9097 -73.9203 430 1
ECO 2020 04 16 18 21 20 40.8966 -73.9270 437 1
ECO 2020 04 16 18 21 40 40.8887 -73.9312 436 1
ECO 2020 04 16 18 22 00 40.8778 -73.9367 448 1
ECO 2020 04 16 18 22 20 40.8646 -73.9445 450 1
ECO 2020 04 16 18 22 40 40.8569 -73.9499 451 1
ECO 2020 04 16 18 23 00 40.8464 -73.9564 439 1
ECO 2020 04 16 18 23 20 40.8332 -73.9641 432 1
ECO 2020 04 16 18 23 40 40.8256 -73.9688 440 1
ECO 2020 04 16 18 24 00 40.8156 -73.9756 459 1
ECO 2020 04 16 18 24 20 40.8032 -73.9843 469 1
ECO 2020 04 16 18 24 40 40.7958 -73.9900 437 1
ECO 2020 04 16 18 25 00 40.7864 -73.9980 435 1
ECO 2020 04 16 18 25 20 40.7737 -74.0060 436 1
ECO 2020 04 16 18 25 40 40.7655 -74.0105 434 1
ECO 2020 04 16 18 26 00 40.7541 -74.0159 438 1
ECO 2020 04 16 18 26 20 40.7388 -74.0207 437 1
ECO 2020 04 16 18 26 40 40.7297 -74.0239 453 1
ECO 2020 04 16 18 27 00 40.7173 -74.0266 433 1
ECO 2020 04 16 18 27 20 40.7027 -74.0320 454 1
ECO 2020 04 16 18 27 40 40.6952 -74.0378 466 1
ECO 2020 04 16 18 28 00 40.6855 -74.0458 453 1
ECO 2020 04 16 18 28 20 40.6724 -74.0536 452 1
ECO 2020 04 16 18 28 40 40.6635 -74.0560 440 1
ECO 2020 04 16 18 29 00 40.6507 -74.0556 447 1
ECO 2020 04 16 18 29 20 40.6347 -74.0530 437 1
ECO 2020 04 16 18 29 40 40.6254 -74.0512 448 1
ECO 2020 04 16 18 30 00 40.6127 -74.0481 456 1
ECO 2020 04 16 18 30 20 40.5967 -74.0438 489 1
ECO 2020 04 16 18 30 40 40.5869 -74.0408 495 1
ECO 2020 04 16 18 31 00 40.5729 -74.0366 457 1
ECO 2020 04 16 18 31 20 40.5555 -74.0305 441 1
ECO 2020 04 16 18 31 40 40.5458 -74.0265 449 1
ECO 2020 04 16 18 32 00 40.5332 -74.0213 448 1
ECO 2020 04 16 18 32 20 40.5172 -74.0152 444 1
ECO 2020 04 16 18 32 40 40.5074 -74.0118 441 1
ECO 2020 04 16 18 33 00 40.4943 -74.0075 461 1
ECO 2020 04 16 18 33 20 40.4780 -74.0009 445 1
ECO 2020 04 16 18 33 40 40.4682 -73.9972 449 1
ECO 2020 04 16 18 34 00 40.4553 -73.9937 443 1
ECO 2020 04 16 18 34 20 40.4391 -73.9910 441 1
ECO 2020 04 16 18 34 40 40.4290 -73.9896 448 1
ECO 2020 04 16 18 35 00 40.4155 -73.9879 447 1
ECO 2020 04 16 18 35 20 40.3990 -73.9859 448 1
ECO 2020 04 16 18 35 40 40.3891 -73.9852 442 1
ECO 2020 04 16 18 36 00 40.3761 -73.9850 448 1
ECO 2020 04 16 18 36 20 40.3594 -73.9848 444 1
ECO 2020 04 16 18 36 40 40.3493 -73.9843 442 1
ECO 2020 04 16 18 37 00 40.3364 -73.9833 446 1
ECO 2020 04 16 18 37 20 40.3202 -73.9826 444 1
ECO 2020 04 16 18 37 40 40.3105 -73.9826 445 1
ECO 2020 04 16 18 38 00 40.2975 -73.9841 452 1
ECO 2020 04 16 18 38 20 40.2818 -73.9872 475 1
ECO 2020 04 16 18 38 40 40.2725 -73.9893 453 1
ECO 2020 04 16 18 39 00 40.2599 -73.9922 420 1
