site_code,year,month,day,hour,minute,second,time,start_time,midpoint_time,time_decimal,time_interval,value,value_std_dev,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,qcflag,analysis_datetime,method,event_number,air_sample_container_id,unique_sample_location_num,obs_flag,obs_num,obspack_num,name,sector,site_name,site_country,site_elevation,dataset_project,lab_1_abbr,dataset_calibration_scale,altitude_comment,site_utc2lst,agl,type_altitude,altitude_final,id,pressure,source_id,timeUTC,timeUTC_start,timeUTC_end,dif_time,time_warning,year_end,month_end,day_end,hour_end,minute_end,second_end,local_time,lh,max_altitude
MLO,2020,10,20,20,48,0,1603226880,1603226880,1603226880,2020.8029143898,3600,1.90035e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915182,1,1375,3751575,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-10-20 20:48:00,2020-10-20 20:48:00,2020-10-20 21:48:00,1,all good,2020,10,20,21,48,0,2020-10-20 10:48:00,10,40
MLO,2020,10,20,21,2,0,1603227720,1603227720,1603227720,2020.80294095325,3600,1.902e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915183,1,1376,3751576,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-10-20 21:02:00,2020-10-20 21:02:00,2020-10-20 22:02:00,1,all good,2020,10,20,22,2,0,2020-10-20 11:02:00,11,40
MLO,2020,11,3,20,15,0,1604434500,1604434500,1604434500,2020.84110314208,3600,1.87358e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915184,1,1377,3751577,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-11-03 20:15:00,2020-11-03 20:15:00,2020-11-03 21:15:00,1,all good,2020,11,3,21,15,0,2020-11-03 10:15:00,10,40
MLO,2020,11,3,20,31,0,1604435460,1604435460,1604435460,2020.8411335003,3600,1.87376e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915185,1,1378,3751578,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-11-03 20:31:00,2020-11-03 20:31:00,2020-11-03 21:31:00,1,all good,2020,11,3,21,31,0,2020-11-03 10:31:00,10,40
MLO,2020,11,17,19,53,0,1605642780,1605642780,1605642780,2020.87931276563,3600,1.88478e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915186,1,1379,3751579,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-11-17 19:53:00,2020-11-17 19:53:00,2020-11-17 20:53:00,1,all good,2020,11,17,20,53,0,2020-11-17 09:53:00,9,40
MLO,2020,11,17,20,8,0,1605643680,1605643680,1605643680,2020.87934122647,3600,1.88173e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915187,1,1380,3751580,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-11-17 20:08:00,2020-11-17 20:08:00,2020-11-17 21:08:00,1,all good,2020,11,17,21,8,0,2020-11-17 10:08:00,10,40
MLO,2020,12,1,19,39,0,1606851540,1606851540,1606851540,2020.91753756831,3600,1.91585e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915188,1,1381,3751581,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-01 19:39:00,2020-12-01 19:39:00,2020-12-01 20:39:00,1,all good,2020,12,1,20,39,0,2020-12-01 09:39:00,9,40
MLO,2020,12,1,19,51,0,1606852260,1606852260,1606852260,2020.91756033698,3600,1.91284e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915189,1,1382,3751582,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-01 19:51:00,2020-12-01 19:51:00,2020-12-01 20:51:00,1,all good,2020,12,1,20,51,0,2020-12-01 09:51:00,9,40
MLO,2020,12,15,20,50,0,1608065400,1608065400,1608065400,2020.95592364906,3600,1.89577e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915190,1,1383,3751583,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-15 20:50:00,2020-12-15 20:50:00,2020-12-15 21:50:00,1,all good,2020,12,15,21,50,0,2020-12-15 10:50:00,10,40
MLO,2020,12,15,21,4,0,1608066240,1608066240,1608066240,2020.95595021251,3600,1.89588e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915191,1,1384,3751584,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-15 21:04:00,2020-12-15 21:04:00,2020-12-15 22:04:00,1,all good,2020,12,15,22,4,0,2020-12-15 11:04:00,11,40
MLO,2020,12,31,18,47,0,1609440420,1609440420,1609440420,2020.99940611718,3600,1.92247e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915192,1,1385,3751585,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-31 18:47:00,2020-12-31 18:47:00,2020-12-31 19:47:00,1,all good,2020,12,31,19,47,0,2020-12-31 08:47:00,8,40
MLO,2020,12,31,18,59,0,1609441140,1609441140,1609441140,2020.99942888585,3600,1.92088e-06,,,1,19.536,-155.576,3435,3397,38,...,,"","","",44915193,1,1386,3751586,ch4_mlo_surface-flask_2_representative.txt,flask,"Mauna Loa, Hawaii",United States,3397,surface-flask,CSIRO,WMO CH4 X2004A,Altitude (in meters above sea level). See provider_comment if available.,-10,38,0,38,63,,"",2020-12-31 18:59:00,2020-12-31 18:59:00,2020-12-31 19:59:00,1,all good,2020,12,31,19,59,0,2020-12-31 08:59:00,8,40
